Just	RB	just
Jeez	NP	Jeez
,	,	,
you	PP	you
know	VBP	know
,	,	,
we	PP	we
think	VBP	think
we	PP	we
could	MD	could
actually	RB	actually
take	VB	take
a	DT	a
look	NN	look
at	IN	at
the	DT	the
slope	NN	slope
of	IN	of
the	DT	the
Doppler	NP	Doppler
effect	NN	effect
to	TO	to
figure	VB	figure
out	RP	out
the	DT	the
points	NNS	point
at	IN	at
which	WDT	which
the	DT	the
satellite	NN	satellite
is	VBZ	be
closest	JJS	close
to	TO	to
our	PP$	our
antennae	NNS	antenna
and	CC	and
the	DT	the
points	NNS	point
at	IN	at
which	WDT	which
it	PP	it
'	POS	'
s	NN	S
farthest	RB	farthest
away	RB	away
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
pretty	RB	pretty
cool	JJ	cool
.	SENT	.
"	''	"
And	CC	and
eventually	RB	eventually
,	,	,
they	PP	they
get	VBP	get
permission	NN	permission
—	:	-
this	DT	this
is	VBZ	be
all	PDT	all
a	DT	a
little	JJ	little
side	NN	side
project	NN	project
that	IN	that
hadn	NNS	<unknown>
'	POS	'
t	NN	t
been	VBN	be
officially	RB	officially
part	NN	part
of	IN	of
their	PP$	their
job	NN	job
description	NN	description
.	SENT	.
They	PP	they
get	VBP	get
permission	NN	permission
to	TO	to
use	VB	use
the	DT	the
new	JJ	new
,	,	,
you	PP	you
know	VBP	know
,	,	,
UNIVAC	NP	Univac
computer	NN	computer
that	WDT	that
takes	VBZ	take
up	RP	up
an	DT	an
entire	JJ	entire
room	NN	room
that	IN	that
they	PP	they
'	POS	'
d	NN	d
just	RB	just
gotten	VBN	get
at	IN	at
the	DT	the
APL	NP	APL
.	SENT	.
They	PP	they
run	VBP	run
some	DT	some
more	JJR	more
of	IN	of
the	DT	the
numbers	NNS	number
,	,	,
and	CC	and
at	IN	at
the	DT	the
end	NN	end
of	IN	of
about	RB	about
three	CD	three
or	CC	or
four	CD	four
weeks	NNS	week
,	,	,
turns	VBZ	turn
out	IN	out
they	PP	they
have	VBP	have
mapped	VBN	map
the	DT	the
exact	JJ	exact
trajectory	NN	trajectory
of	IN	of
this	DT	this
satellite	NN	satellite
around	IN	around
the	DT	the
Earth	NN	earth
,	,	,
just	RB	just
from	IN	from
listening	VBG	listen
to	TO	to
this	DT	this
one	CD	one
little	JJ	little
signal	NN	signal
,	,	,
going	VBG	go
off	RP	off
on	IN	on
this	DT	this
little	JJ	little
side	NN	side
hunch	NN	hunch
that	IN	that
they	PP	they
'	''	'
d	SYM	d
been	VBN	be
inspired	VBN	inspire
to	TO	to
do	VB	do
over	IN	over
lunch	NN	lunch
one	CD	one
morning	NN	morning
.	SENT	.
A	DT	a
couple	NN	couple
weeks	NNS	week
later	RBR	later
their	PP$	their
boss	NN	boss
,	,	,
Frank	NP	Frank
McClure	NP	McClure
,	,	,
pulls	VBZ	pull
them	PP	them
into	IN	into
the	DT	the
room	NN	room
and	CC	and
says	VBZ	say
,	,	,
"	``	"
Hey	NP	Hey
,	,	,
you	PP	you
guys	VBZ	guy
,	,	,
I	PP	I
have	VBP	have
to	TO	to
ask	VB	ask
you	PP	you
something	NN	something
about	IN	about
that	DT	that
project	NN	project
you	PP	you
were	VBD	be
working	VBG	work
on	IN	on
.	SENT	.
You	PP	you
'	POS	'
ve	NN	ve
figured	VBD	figure
out	RP	out
an	DT	an
unknown	JJ	unknown
location	NN	location
of	IN	of
a	DT	a
satellite	NN	satellite
orbiting	VBG	orbit
the	DT	the
planet	NN	planet
from	IN	from
a	DT	a
known	VBN	know
location	NN	location
on	IN	on
the	DT	the
ground	NN	ground
.	SENT	.
Could	MD	could
you	PP	you
go	VB	go
the	DT	the
other	JJ	other
way	NN	way
?	SENT	?
Could	MD	could
you	PP	you
figure	VB	figure
out	RP	out
an	DT	an
unknown	JJ	unknown
location	NN	location
on	IN	on
the	DT	the
ground	NN	ground
,	,	,
if	IN	if
you	PP	you
knew	VBD	know
the	DT	the
location	NN	location
of	IN	of
the	DT	the
satellite	NN	satellite
?	SENT	?
"	``	"
And	CC	and
they	PP	they
thought	VBD	think
about	IN	about
it	PP	it
and	CC	and
they	PP	they
said	VBD	say
,	,	,
"	``	"
Well	UH	well
,	,	,
I	PP	I
guess	VBP	guess
maybe	RB	maybe
you	PP	you
could	MD	could
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
run	VBP	run
the	DT	the
numbers	NNS	number
here	RB	here
.	SENT	.
"	``	"
So	RB	so
they	PP	they
went	VBD	go
back	RB	back
,	,	,
and	CC	and
they	PP	they
thought	VBD	think
about	IN	about
it	PP	it
.	SENT	.
And	CC	and
they	PP	they
came	VBD	come
back	RB	back
and	CC	and
said	VBD	say
,	,	,
"	``	"
Actually	RB	actually
,	,	,
it	PP	it
'	POS	'
ll	NNS	<unknown>
be	VB	be
easier	JJR	easy
.	SENT	.
"	``	"
And	CC	and
he	PP	he
said	VBD	say
,	,	,
"	``	"
Oh	UH	oh
,	,	,
that	WDT	that
'	POS	'
s	NNS	<unknown>
great	JJ	great
.	SENT	.
Because	IN	because
see	NN	see
,	,	,
I	PP	I
have	VBP	have
these	DT	these
new	JJ	new
nuclear	JJ	nuclear
submarines	NNS	submarine
that	IN	that
I	NP	I
'	POS	'
m	NN	m
building	NN	building
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
really	RB	really
hard	JJ	hard
to	TO	to
figure	VB	figure
out	RP	out
how	WRB	how
to	TO	to
get	VB	get
your	PP$	your
missile	NN	missile
so	RB	so
that	IN	that
it	PP	it
will	MD	will
land	VB	land
right	RB	right
on	IN	on
top	NN	top
of	IN	of
Moscow	NP	Moscow
,	,	,
if	IN	if
you	PP	you
don	VBP	don
'	''	'
t	NN	t
know	VB	know
where	WRB	where
the	DT	the
submarine	NN	submarine
is	VBZ	be
in	IN	in
the	DT	the
middle	NN	middle
of	IN	of
the	DT	the
Pacific	NP	Pacific
Ocean	NP	Ocean
.	SENT	.
So	IN	so
we	PP	we
'	POS	'
re	NN	re
thinking	NN	thinking
,	,	,
we	PP	we
could	MD	could
throw	VB	throw
up	RP	up
a	DT	a
bunch	NN	bunch
of	IN	of
satellites	NNS	satellite
and	CC	and
use	VB	use
it	PP	it
to	TO	to
track	VB	track
our	PP$	our
submarines	NNS	submarine
and	CC	and
figure	VB	figure
out	RP	out
their	PP$	their
location	NN	location
in	IN	in
the	DT	the
middle	NN	middle
of	IN	of
the	DT	the
ocean	NN	ocean
.	SENT	.
Could	MD	could
you	PP	you
work	VB	work
on	IN	on
that	DT	that
problem	NN	problem
?	SENT	?
"	''	"
And	CC	and
that	IN	that
'	POS	'
s	NN	S
how	WRB	how
GPS	NP	GPS
was	VBD	be
born	VBN	bear
.	SENT	.
30	CD	@card@
years	NNS	year
later	RBR	later
,	,	,
Ronald	NP	Ronald
Reagan	NP	Reagan
actually	RB	actually
opened	VBD	open
it	PP	it
up	RP	up
and	CC	and
made	VBD	make
it	PP	it
an	DT	an
open	JJ	open
platform	NN	platform
that	IN	that
anybody	NN	anybody
could	MD	could
kind	RB	kind
of	IN	of
build	VB	build
upon	IN	upon
and	CC	and
anybody	NN	anybody
could	MD	could
come	VB	come
along	RP	along
and	CC	and
build	VB	build
new	JJ	new
technology	NN	technology
that	WDT	that
would	MD	would
create	VB	create
and	CC	and
innovate	VB	innovate
on	IN	on
top	NN	top
of	IN	of
this	DT	this
open	JJ	open
platform	NN	platform
,	,	,
left	VBD	leave
it	PP	it
open	VB	open
for	IN	for
anyone	NN	anyone
to	TO	to
do	VB	do
pretty	RB	pretty
much	JJ	much
anything	NN	anything
they	PP	they
wanted	VBD	want
with	IN	with
it	PP	it
.	SENT	.
And	CC	and
now	RB	now
,	,	,
I	PP	I
guarantee	VBP	guarantee
you	PP	you
certainly	RB	certainly
half	JJ	half
of	IN	of
this	DT	this
room	NN	room
,	,	,
if	IN	if
not	RB	not
more	JJR	more
,	,	,
has	VBZ	have
a	DT	a
device	NN	device
sitting	VBG	sit
in	IN	in
their	PP$	their
pocket	NN	pocket
right	RB	right
now	RB	now
that	DT	that
is	VBZ	be
talking	VBG	talk
to	TO	to
one	CD	one
of	IN	of
these	DT	these
satellites	NNS	satellite
in	IN	in
outer	JJ	outer
space	NN	space
.	SENT	.
And	CC	and
I	PP	I
bet	VBD	bet
you	PP	you
one	CD	one
of	IN	of
you	PP	you
,	,	,
if	IN	if
not	RB	not
more	JJR	more
,	,	,
has	VBZ	have
used	VBN	use
said	VBN	say
device	NN	device
and	CC	and
said	VBD	say
satellite	JJ	satellite
system	NN	system
to	TO	to
locate	VB	locate
a	DT	a
nearby	JJ	nearby
coffeehouse	NN	coffeehouse
somewhere	RB	somewhere
in	IN	in
the	DT	the
last	JJ	last
—	:	-
in	IN	in
the	DT	the
last	JJ	last
day	NN	day
or	CC	or
last	JJ	last
week	NN	week
,	,	,
right	RB	right
?	SENT	?
And	CC	and
that	WDT	that
,	,	,
I	PP	I
think	VBP	think
,	,	,
is	VBZ	be
a	DT	a
great	JJ	great
case	NN	case
study	NN	study
,	,	,
a	DT	a
great	JJ	great
lesson	NN	lesson
in	IN	in
the	DT	the
power	NN	power
,	,	,
the	DT	the
marvelous	JJ	marvelous
,	,	,
kind	NN	kind
of	IN	of
unplanned	JJ	unplanned
emergent	JJ	emergent
,	,	,
unpredictable	JJ	unpredictable
power	NN	power
of	IN	of
open	JJ	open
innovative	JJ	innovative
systems	NNS	system
.	SENT	.
When	WRB	when
you	PP	you
build	VBP	build
them	PP	them
right	RB	right
,	,	,
they	PP	they
will	MD	will
be	VB	be
led	VBN	lead
to	TO	to
completely	RB	completely
new	JJ	new
directions	NNS	direction
that	IN	that
the	DT	the
creators	NNS	creator
never	RB	never
even	RB	even
dreamed	VBN	dream
of	IN	of
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
here	RB	here
you	PP	you
have	VBP	have
these	DT	these
guys	NNS	guy
who	WP	who
basically	RB	basically
thought	VBD	think
they	PP	they
were	VBD	be
just	RB	just
following	VBG	follow
this	DT	this
hunch	NN	hunch
,	,	,
this	DT	this
little	JJ	little
passion	NN	passion
that	WDT	that
had	VBD	have
developed	VBN	develop
,	,	,
then	RB	then
they	PP	they
thought	VBD	think
they	PP	they
were	VBD	be
fighting	VBG	fight
the	DT	the
Cold	NP	Cold
War	NP	War
,	,	,
and	CC	and
then	RB	then
it	PP	it
turns	VBZ	turn
out	IN	out
they	PP	they
'	POS	'
re	NN	re
just	RB	just
helping	VBG	help
somebody	NN	somebody
find	VB	find
a	DT	a
soy	NN	soy
latte	NN	<unknown>
.	SENT	.
That	DT	that
is	VBZ	be
how	WRB	how
innovation	NN	innovation
happens	VBZ	happen
.	SENT	.
Chance	NN	chance
favors	VBZ	favor
the	DT	the
connected	JJ	connected
mind	NN	mind
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
